#{"t_start": 1678197736.3717868, "env_id": "CartPole-v0"}
r,l,t
186.0,186,120.792012
163.0,163,121.754078
173.0,173,122.531963
150.0,150,123.078004
146.0,146,123.504309
134.0,134,123.876062
171.0,171,124.308751
172.0,172,124.724956
200.0,200,125.181446
127.0,127,125.503747
200.0,200,125.979639
151.0,151,126.252668
184.0,184,126.73112
122.0,122,126.964007
184.0,184,127.349509
200.0,200,127.686572
200.0,200,128.032344
200.0,200,128.369025
200.0,200,128.674266
160.0,160,128.978949
169.0,169,129.275524
200.0,200,129.589171
138.0,138,129.805926
160.0,160,130.070636
200.0,200,130.47224
152.0,152,130.81793
135.0,135,131.074142
160.0,160,131.403409
200.0,200,131.90113
168.0,168,132.390493
138.0,138,132.687553
153.0,153,133.025282
135.0,135,133.337833
174.0,174,133.690999
200.0,200,134.123773
177.0,177,134.453185
157.0,157,134.806432
162.0,162,135.183217
200.0,200,135.568309
200.0,200,136.02586
159.0,159,136.309518
169.0,169,136.667359
151.0,151,137.005316
200.0,200,137.579797
200.0,200,138.207815
168.0,168,138.592449
169.0,169,138.913882
134.0,134,139.129999
182.0,182,139.435232
200.0,200,139.846198
124.0,124,140.095761
200.0,200,140.455655
142.0,142,140.70441
140.0,140,140.919242
137.0,137,141.137696
161.0,161,141.394693
200.0,200,141.691091
181.0,181,141.972124
200.0,200,142.317673
122.0,122,142.531954
133.0,133,142.921468
155.0,155,143.467179
152.0,152,143.812433
130.0,130,144.060708
186.0,186,144.356845
200.0,200,144.703207
170.0,170,144.984235
131.0,131,145.209225
198.0,198,145.550273
163.0,163,145.835929
145.0,145,146.150491
180.0,180,146.469792
200.0,200,146.822855
183.0,183,147.267479
200.0,200,147.832158
157.0,157,148.408014
166.0,166,148.995988
200.0,200,149.534366
200.0,200,150.056935
187.0,187,150.513905
200.0,200,150.979378
125.0,125,151.260128
193.0,193,151.752562
151.0,151,152.089725
200.0,200,152.606577
162.0,162,152.992599
157.0,157,153.370071
200.0,200,153.796403
200.0,200,154.357925
161.0,161,154.905906
200.0,200,155.569221
200.0,200,156.372481
168.0,168,156.783565
126.0,126,157.05576
150.0,150,157.455242
135.0,135,157.831528
154.0,154,158.32174
200.0,200,158.925062
188.0,188,159.521671
200.0,200,160.225832
176.0,176,160.874049
200.0,200,161.307001
174.0,174,161.684174
122.0,122,161.916385
184.0,184,162.228867
134.0,134,162.428504
179.0,179,162.872928
200.0,200,163.387728
155.0,155,163.837787
200.0,200,164.358668
200.0,200,164.887595
195.0,195,165.397622
197.0,197,165.945385
148.0,148,166.37079
154.0,154,166.683961
149.0,149,167.012909
200.0,200,167.46323
200.0,200,167.935853
174.0,174,168.288116
138.0,138,168.560286
200.0,200,168.993151
148.0,148,169.258181
196.0,196,169.690516
171.0,171,170.051827
147.0,147,170.381864
188.0,188,170.733657
139.0,139,171.023629
179.0,179,171.410648
135.0,135,171.65879
200.0,200,172.042815
200.0,200,172.387286
200.0,200,172.699845
148.0,148,172.924481
194.0,194,173.228741
200.0,200,173.533012
188.0,188,173.845218
140.0,140,174.287588
187.0,187,174.633569
158.0,158,174.898863
164.0,164,175.208404
200.0,200,175.587746
145.0,145,175.846555
200.0,200,176.200984
199.0,199,176.651824
200.0,200,177.068471
191.0,191,177.404644
158.0,158,177.716872
179.0,179,178.100893
200.0,200,178.509079
149.0,149,178.799565
166.0,166,179.080604
147.0,147,179.36253
181.0,181,179.730845
200.0,200,180.139235
200.0,200,180.580014
147.0,147,180.884682
163.0,163,181.268813
147.0,147,181.593094
193.0,193,182.319066
132.0,132,182.712013
179.0,179,183.056785
200.0,200,183.59506
167.0,167,184.068319
200.0,200,184.735305
200.0,200,185.332035
195.0,195,185.796717
200.0,200,186.436958
178.0,178,187.06115
200.0,200,187.662499
159.0,159,188.170059
200.0,200,188.797344
200.0,200,189.383914
200.0,200,189.902535
200.0,200,190.597469
158.0,158,190.958314
147.0,147,191.287341
154.0,154,191.545006
178.0,178,191.841554
200.0,200,192.249688
200.0,200,192.586064
163.0,163,192.850892
189.0,189,193.254524
200.0,200,193.697565
167.0,167,194.068192
200.0,200,194.469269
147.0,147,194.775997
169.0,169,195.09594
180.0,180,195.472181
134.0,134,195.857415
143.0,143,196.267947
166.0,166,196.905489
130.0,130,197.211209
178.0,178,197.605466
149.0,149,197.972209
141.0,141,198.358192
148.0,148,199.060009
200.0,200,200.036973
134.0,134,200.49561
163.0,163,200.945598
131.0,131,201.249888
200.0,200,201.618792
169.0,169,202.059447
200.0,200,202.549285
200.0,200,203.120004
197.0,197,203.675371
166.0,166,204.036377
181.0,181,204.478953
200.0,200,205.009449
200.0,200,205.427424
140.0,140,205.659548
181.0,181,205.979596
158.0,158,206.292761
173.0,173,206.59653
145.0,145,206.805524
192.0,192,207.110523
153.0,153,207.334789
165.0,165,207.623854
153.0,153,207.872081
200.0,200,208.152807
144.0,144,208.369462
200.0,200,208.666436
167.0,167,208.915544
173.0,173,209.211259
146.0,146,209.435731
178.0,178,209.701993
200.0,200,210.097322
165.0,165,210.411058
147.0,147,210.661097
138.0,138,210.942032
182.0,182,211.295293
193.0,193,211.688262
157.0,157,212.012175
159.0,159,212.297814
200.0,200,212.749837
173.0,173,213.110628
141.0,141,213.4292
145.0,145,213.720005
170.0,170,214.073956
189.0,189,214.541587
175.0,175,215.033114
167.0,167,215.541708
200.0,200,216.055166
200.0,200,216.51317
186.0,186,216.989903
189.0,189,217.407665
190.0,190,218.035051
200.0,200,218.720436
193.0,193,219.284124
200.0,200,219.801346
172.0,172,220.12253
200.0,200,220.597405
192.0,192,221.130874
144.0,144,221.504003
200.0,200,221.989674
200.0,200,222.502143
200.0,200,222.894522
151.0,151,223.166727
195.0,195,223.558002
200.0,200,223.864031
200.0,200,224.161407
200.0,200,224.498335
145.0,145,224.722803
200.0,200,225.051985
200.0,200,225.372774
200.0,200,225.677077
188.0,188,225.957735
151.0,151,226.214517
197.0,197,226.748021
137.0,137,227.077338
200.0,200,227.607519
174.0,174,228.143821
200.0,200,228.680732
200.0,200,229.169692
169.0,169,229.562245
200.0,200,230.002943
143.0,143,230.323037
200.0,200,230.780023
188.0,188,231.205458
133.0,133,231.486552
200.0,200,232.067496
200.0,200,232.638121
161.0,161,233.189708
190.0,190,233.914575
183.0,183,234.61121
200.0,200,235.125046
200.0,200,235.592744
162.0,162,236.065842
200.0,200,236.685942
200.0,200,237.288552
200.0,200,237.983805
194.0,194,238.4105
158.0,158,238.708141
200.0,200,239.135664
140.0,140,239.433001
200.0,200,239.833809
200.0,200,240.218599
146.0,146,240.474882
168.0,168,240.764682
169.0,169,241.060648
177.0,177,241.446286
138.0,138,241.671527
178.0,178,241.952337
200.0,200,242.265516
187.0,187,242.561665
167.0,167,242.982419
177.0,177,243.498553
200.0,200,243.968264
177.0,177,244.341094
163.0,163,244.741824
165.0,165,245.161071
147.0,147,245.511382
158.0,158,245.897413
156.0,156,246.275671
200.0,200,246.709166
200.0,200,247.45392
200.0,200,247.926546
153.0,153,248.31952
200.0,200,249.380015
200.0,200,250.274744
195.0,195,251.038137
200.0,200,251.64808
169.0,169,252.034209
147.0,147,252.33912
151.0,151,252.644382
177.0,177,252.964951
200.0,200,253.282307
200.0,200,253.615673
164.0,164,253.985546
141.0,141,254.323038
180.0,180,254.755968
200.0,200,255.276576
200.0,200,255.766332
168.0,168,256.118783
200.0,200,256.47182
147.0,147,256.696051
200.0,200,257.048696
191.0,191,257.352968
169.0,169,257.601303
200.0,200,257.889533
200.0,200,258.20981
143.0,143,258.426125
175.0,175,258.731116
200.0,200,259.06784
184.0,184,259.428403
200.0,200,259.961134
179.0,179,260.393875
200.0,200,260.819036
137.0,137,261.075653
184.0,184,261.467668
200.0,200,261.860506
134.0,134,262.172968
188.0,188,262.549381
200.0,200,262.982407
125.0,125,263.230436
156.0,156,263.551252
164.0,164,263.903399
149.0,149,264.208929
151.0,151,264.529551
200.0,200,264.932268
189.0,189,265.444616
200.0,200,265.86849
135.0,135,266.149545
143.0,143,266.414058
179.0,179,266.686482
196.0,196,266.967778
164.0,164,267.226666
200.0,200,267.539372
200.0,200,267.859847
176.0,176,268.116133
200.0,200,268.404322
190.0,190,268.685399
153.0,153,268.909086
164.0,164,269.149314
182.0,182,269.46168
200.0,200,269.750182
155.0,155,270.038456
158.0,158,270.254616
198.0,198,270.583493
146.0,146,270.874676
171.0,171,271.339912
200.0,200,271.677523
151.0,151,271.901743
169.0,169,272.166147
165.0,165,272.430657
192.0,192,272.727348
182.0,182,273.056083
140.0,140,273.296274
182.0,182,273.617024
173.0,173,273.881626
200.0,200,274.139681
171.0,171,274.372599
169.0,169,274.6073
139.0,139,274.836989
145.0,145,275.061152
177.0,177,275.4297
135.0,135,275.703428
172.0,172,276.048508
131.0,131,276.444205
165.0,165,276.78869
140.0,140,277.101166
158.0,158,277.414692
191.0,191,277.79119
173.0,173,278.176026
161.0,161,278.496259
200.0,200,278.945004
200.0,200,279.297239
154.0,154,279.641765
197.0,197,280.018158
200.0,200,280.386657
193.0,193,280.804098
187.0,187,281.155986
131.0,131,281.454523
182.0,182,281.904391
196.0,196,282.297824
200.0,200,282.626291
167.0,167,282.874977
195.0,195,283.170767
146.0,146,283.394918
175.0,175,283.683609
188.0,188,283.980353
161.0,161,284.220025
159.0,159,284.452491
146.0,146,284.677467
163.0,163,284.917129
200.0,200,285.213992
186.0,186,285.510212
200.0,200,285.831209
185.0,185,286.0794
168.0,168,286.322338
179.0,179,286.584569
149.0,149,286.809422
157.0,157,287.086095
159.0,159,287.423613
196.0,196,287.773562
148.0,148,287.997911
199.0,199,288.294282
130.0,130,288.486741
138.0,138,288.694926
136.0,136,288.903167
162.0,162,289.136266
172.0,172,289.392464
153.0,153,289.609832
199.0,199,289.913421
145.0,145,290.137652
147.0,147,290.347008
184.0,184,290.634943
156.0,156,290.915285
170.0,170,291.251613
135.0,135,291.517094
166.0,166,291.829433
152.0,152,292.197678
182.0,182,292.59214
183.0,183,293.044624
137.0,137,293.340851
181.0,181,293.692878
200.0,200,294.142323
164.0,164,294.463568
130.0,130,294.760964
177.0,177,295.09726
137.0,137,295.386278
200.0,200,295.80373
136.0,136,296.075064
148.0,148,296.387754
148.0,148,296.70858
200.0,200,297.077775
200.0,200,297.503294
162.0,162,297.785128
200.0,200,298.197791
165.0,165,298.566444
151.0,151,298.83911
149.0,149,299.071892
156.0,156,299.296345
158.0,158,299.512964
179.0,179,299.778337
161.0,161,300.034497
158.0,158,300.290666
188.0,188,300.594954
161.0,161,300.827118
147.0,147,301.043298
200.0,200,301.517112
200.0,200,301.838756
154.0,154,302.055158
180.0,180,302.335979
200.0,200,302.682613
161.0,161,302.930571
200.0,200,303.235248
152.0,152,303.502296
200.0,200,303.987347
156.0,156,304.276202
200.0,200,304.685664
200.0,200,305.07752
165.0,165,305.414085
167.0,167,305.735017
200.0,200,306.097492
199.0,199,306.507058
139.0,139,306.771391
163.0,163,307.172536
133.0,133,307.46935
200.0,200,307.960318
154.0,154,308.272995
200.0,200,308.713716
200.0,200,309.263126
174.0,174,309.748073
179.0,179,310.364853
164.0,164,310.900229
153.0,153,311.35756
155.0,155,311.907279
199.0,199,312.520044
158.0,158,312.971247
200.0,200,313.395732
189.0,189,313.87707
200.0,200,314.278415
200.0,200,314.826704
152.0,152,315.259963
164.0,164,315.622263
200.0,200,315.954788
165.0,165,316.255148
200.0,200,316.577345
188.0,188,316.865375
164.0,164,317.161749
159.0,159,317.401635
139.0,139,317.611664
200.0,200,317.908008
164.0,164,318.156881
194.0,194,318.461284
192.0,192,318.805504
148.0,148,319.030193
180.0,180,319.293914
164.0,164,319.542414
141.0,141,319.758304
196.0,196,320.103724
186.0,186,320.558902
183.0,183,320.883237
200.0,200,321.235563
139.0,139,321.467869
163.0,163,321.715651
200.0,200,322.029314
176.0,176,322.301641
158.0,158,322.550263
154.0,154,322.847288
200.0,200,323.224332
148.0,148,323.512638
162.0,162,323.90568
145.0,145,324.16295
200.0,200,324.578189
158.0,158,324.915833
146.0,146,325.16482
162.0,162,325.583289
146.0,146,326.002492
160.0,160,326.511397
154.0,154,326.943713
183.0,183,327.35225
152.0,152,327.657216
155.0,155,327.985711
200.0,200,328.362289
152.0,152,328.691687
177.0,177,329.060027
130.0,130,329.292332
151.0,151,329.637294
200.0,200,330.030682
180.0,180,330.358786
200.0,200,330.736023
175.0,175,331.076708
160.0,160,331.388633
200.0,200,331.765754
155.0,155,332.046037
149.0,149,332.374876
200.0,200,332.720084
154.0,154,333.000424
150.0,150,333.240564
149.0,149,333.456872
200.0,200,333.761926
140.0,140,333.986694
152.0,152,334.298489
192.0,192,334.610908
146.0,146,334.827063
140.0,140,335.044072
143.0,143,335.301095
133.0,133,335.493702
151.0,151,335.757856
195.0,195,336.078248
136.0,136,336.294133
160.0,160,336.568383
200.0,200,336.985559
140.0,140,337.209739
200.0,200,337.538854
134.0,134,337.746779
157.0,157,337.986953
200.0,200,338.291168
151.0,151,338.515471
158.0,158,338.779856
177.0,177,339.974486
150.0,150,340.054929
152.0,152,340.143044
150.0,150,340.239297
170.0,170,340.303422
155.0,155,340.375424
200.0,200,340.447547
132.0,132,340.503671
149.0,149,340.568434
143.0,143,340.632559
168.0,168,340.704671
157.0,157,340.760848
166.0,166,340.841509
165.0,165,340.914086
197.0,197,341.002202
170.0,170,341.066176
168.0,168,341.130237
150.0,150,341.194351
160.0,160,341.258437
195.0,195,341.346501
158.0,158,341.394631
140.0,140,341.450633
161.0,161,341.514699
151.0,151,341.582803
200.0,200,341.676553
174.0,174,341.782803
148.0,148,341.919114
186.0,186,342.095791
198.0,198,342.233759
135.0,135,342.329866
200.0,200,342.5066
162.0,162,342.636393
164.0,164,342.756518
159.0,159,342.852699
185.0,185,343.044433
170.0,170,343.217612
170.0,170,343.354186
180.0,180,343.484671
145.0,145,343.635803
200.0,200,343.814427
200.0,200,343.998707
153.0,153,344.094851
177.0,177,344.199312
137.0,137,344.2795
158.0,158,344.3756
140.0,140,344.448205
159.0,159,344.52035
171.0,171,344.601179
148.0,148,344.665699
182.0,182,344.74585
171.0,171,344.8264
137.0,137,344.899228
200.0,200,344.979283
151.0,151,345.050821
135.0,135,345.114961
151.0,151,345.195031
170.0,170,345.291105
184.0,184,345.435385
128.0,128,345.543555
196.0,196,345.698631
162.0,162,345.802778
150.0,150,345.898902
182.0,182,345.99595
188.0,188,346.088066
145.0,145,346.156184
172.0,172,346.228309
136.0,136,346.284197
147.0,147,346.34835
138.0,138,346.421106
142.0,142,346.50123
178.0,178,346.573716
164.0,164,346.637839
142.0,142,346.71009
169.0,169,346.7741
195.0,195,346.862242
130.0,130,346.910374
148.0,148,346.974941
180.0,180,347.063999
130.0,130,347.11972
146.0,146,347.175809
165.0,165,347.232193
155.0,155,347.280546
158.0,158,347.336646
160.0,160,347.392779
136.0,136,347.44081
152.0,152,347.513011
173.0,173,347.561421
167.0,167,347.618016
136.0,136,347.658015
165.0,165,347.730752
155.0,155,347.795008
138.0,138,347.859034
156.0,156,347.915437
157.0,157,347.963433
162.0,162,348.011595
168.0,168,348.059504
168.0,168,348.107814
150.0,150,348.14783
144.0,144,348.19153
177.0,177,348.260157
